epoch,accuracy,loss,val_accuracy,val_loss
0,0.32118847966194153,1.784183382987976,0.4017832279205322,1.642835259437561
1,0.43874743580818176,1.513672947883606,0.42992475628852844,1.5404061079025269
2,0.4806506633758545,1.3955844640731812,0.48634716868400574,1.419601321220398
3,0.5114424228668213,1.3162647485733032,0.4832822382450104,1.4249422550201416
4,0.5234943628311157,1.2769973278045654,0.465310662984848,1.5093823671340942
5,0.5374621152877808,1.2395670413970947,0.522568941116333,1.3033297061920166
6,0.5477724671363831,1.2041674852371216,0.5270270109176636,1.2395631074905396
7,0.5600334405899048,1.1827105283737183,0.5672889351844788,1.1795891523361206
8,0.5630638599395752,1.1622494459152222,0.5511284470558167,1.2345041036605835
9,0.5701696276664734,1.1498090028762817,0.568821370601654,1.1423234939575195
10,0.5754989981651306,1.1396788358688354,0.5342713594436646,1.2682795524597168
11,0.580027163028717,1.1209880113601685,0.5718863010406494,1.1697560548782349
12,0.5864014625549316,1.1114023923873901,0.5806631445884705,1.1521373987197876
13,0.5878644585609436,1.1043585538864136,0.5852605104446411,1.1538358926773071
14,0.5922184586524963,1.0900827646255493,0.5727221965789795,1.1558036804199219
15,0.5973387956619263,1.080339789390564,0.5544719696044922,1.2127758264541626
16,0.6022850275039673,1.0706707239151,0.5890220403671265,1.108338475227356
17,0.6059075593948364,1.0586532354354858,0.5814990401268005,1.120284080505371
18,0.6112020611763,1.0502947568893433,0.5661744475364685,1.161287546157837
19,0.6145808100700378,1.0425102710723877,0.5720256567001343,1.168669581413269
20,0.6122470498085022,1.0446908473968506,0.5997492074966431,1.097165822982788
21,0.6147201061248779,1.0353645086288452,0.5841460227966309,1.1395596265792847
22,0.6161482334136963,1.0291470289230347,0.5830314755439758,1.142863154411316
23,0.6197708249092102,1.0172733068466187,0.5838673710823059,1.135511875152588
24,0.6215124130249023,1.019008755683899,0.6085260510444641,1.0523232221603394
25,0.625727117061615,1.0059951543807983,0.5858177542686462,1.1366817951202393
26,0.6253091096878052,1.0034959316253662,0.6037893295288086,1.0980777740478516
27,0.6318227648735046,0.9947069883346558,0.5965449810028076,1.085349440574646
28,0.6268417835235596,0.9935213923454285,0.6051825284957886,1.0735759735107422
29,0.6332857012748718,0.9912612438201904,0.6128448247909546,1.058489441871643
30,0.6354801654815674,0.9843593239784241,0.600306510925293,1.063957691192627
31,0.6360026597976685,0.9799748659133911,0.6131234169006348,1.0518938302993774
32,0.6405656933784485,0.9758660197257996,0.6200891733169556,1.0453906059265137
33,0.6366993188858032,0.9786922931671143,0.600724458694458,1.1063340902328491
34,0.6424117684364319,0.9650286436080933,0.5962663888931274,1.1071524620056152
35,0.6373263001441956,0.9700300097465515,0.6120089292526245,1.0594561100006104
36,0.6447107195854187,0.9620634317398071,0.5674282312393188,1.1821209192276
37,0.6442927122116089,0.9597675800323486,0.6182780861854553,1.043853998184204
38,0.6446759104728699,0.9573251008987427,0.6071329116821289,1.0877810716629028
39,0.6449196934700012,0.9531728029251099,0.6026748418807983,1.0972317457199097
40,0.6465219855308533,0.9495260715484619,0.6191139817237854,1.0374529361724854
41,0.650458037853241,0.9415660500526428,0.6108943819999695,1.0512702465057373
42,0.6501097083091736,0.9420799016952515,0.6139593124389648,1.0516672134399414
43,0.6497962474822998,0.9417048692703247,0.6114516854286194,1.0572905540466309
44,0.6544985771179199,0.9336284399032593,0.6146559119224548,1.06764817237854
45,0.6536626219749451,0.9313149452209473,0.61604905128479,1.0488390922546387
46,0.6524086594581604,0.9319984912872314,0.6113123297691345,1.0822116136550903
47,0.657981812953949,0.9237699508666992,0.6050431728363037,1.0498995780944824
48,0.6590964794158936,0.9223509430885315,0.6117302775382996,1.0642110109329224
49,0.6564491987228394,0.9231299757957458,0.6099191904067993,1.0798687934875488
